Ville,Nombre d'habitants,Type d'agglomeration
La Neuville-à-Maire,110,Village
Lastic,110,Village
Lentillac-du-Causse,110,Village
Lestards,110,Village
Lupsault,110,Village
Marestmontiers,110,Village
Marigna-sur-Valouse,110,Village
Montbrun,110,Village
Neuville-sur-Margival,110,Village
Orsanco,110,Village
Pintheville,110,Village
Pont-du-Bois,110,Village
Potte,110,Village
Roche-d'Agoux,110,Village
Roques,110,Village
Rozès,110,Village
Saint-Amand-le-Petit,110,Village
Saint-Ferriol,110,Village
Saint-Pal-de-Senouire,110,Village
Saint-Quentin-sur-Sauxillanges,110,Village
Sainte-Trie,110,Village
Sardy-lès-Épiry,110,Village
Seicheprey,110,Village
Semilly,110,Village
Semmadon,110,Village
Sibiville,110,Village
Taurize,110,Village
Thoiré-sous-Contensor,110,Village
Tissey,110,Village
Tourrenquets,110,Village
Ugny-sur-Meuse,110,Village
Villiers-aux-Corneilles,110,Village
Auriat,109,Village
Baignes,109,Village
Baillolet,109,Village
Bazauges,109,Village
Bazian,109,Village
Bazoilles-et-Ménil,109,Village
Bélesta-en-Lauragais,109,Village
Bentayou-Sérée,109,Village
Bimont,109,Village
Blaincourt-sur-Aube,109,Village
Bouconville-sur-Madt,109,Village
Bouquemont,109,Village
Buffignécourt,109,Village
Casamaccioli,109,Village
Chaussenans,109,Village
Cuzy,109,Village
Derbamont,109,Village
Estal,109,Village
Fleury,109,Village
Framecourt,109,Village
Frasne-les-Meulières,109,Village
Freycenet-la-Tour,109,Village
Heucourt-Croquoison,109,Village
La Corbière,109,Village
Lasserre,109,Village
Les Forges,109,Village
Luby-Betmont,109,Village
Luc-Armau,109,Village
Marfaux,109,Village
Ménil-Hubert-en-Exmes,109,Village
Monclar-sur-Losse,109,Village
Montlouis,109,Village
Mouilly,109,Village
Mouthoumet,109,Village
Nicey,109,Village
Obsonville,109,Village
Pébées,109,Village
Peyrusse-Massas,109,Village
Pigna,109,Village
Repaix,109,Village
Ribouisse,109,Village
Saint-Arnac,109,Village
Saint-Germain-de-Varreville,109,Village
Saint-Léonard,109,Village
Saint-Marc-sur-Seine,109,Village
Saint-Médard,109,Village
Saint-Privat-du-Fau,109,Village
Sainte-Cécile-du-Cayrou,109,Village
Sainte-Marie,109,Village
Troye-d'Ariège,109,Village
Villers-devant-Mouzon,109,Village
Villers-le-Sec,109,Village
Villiers-Couture,109,Village
Vindey,109,Village
Xanrey,109,Village
Xonville,109,Village
Adam-lès-Vercel,108,Village
Agmé,108,Village
Ambrus,108,Village
Arboras,108,Village
Autry,108,Village
Barbaise,108,Village
Barenton-Cel,108,Village
Bazordan,108,Village
Beauchemin,108,Village
Bergouey,108,Village
Bessé,108,Village
Boissia,108,Village
Bordeaux-en-Gâtinais,108,Village
Coiffy-le-Haut,108,Village
Courbiac,108,Village
Courmes,108,Village
Couziers,108,Village
Crion,108,Village
Erbajolo,108,Village
Franqueville,108,Village
Frenelle-la-Grande,108,Village
Gaugeac,108,Village
Heume-l'Église,108,Village
L'Hôpital-sous-Rochefort,108,Village
La Caure,108,Village
La Chassagne,108,Village
Laprade,108,Village
Lavigerie,108,Village
Lignerolles,108,Village
Lisse-en-Champagne,108,Village
Lys,108,Village
Malvezie,108,Village
Maulan,108,Village
Maurines,108,Village
Morgemoulin,108,Village
Mulcent,108,Village
Muret-et-Crouttes,108,Village
Nomécourt,108,Village
Pansey,108,Village
Parfondeval,108,Village
Perelli,108,Village
Quissac,108,Village
Rennes-sur-Loue,108,Village
Réveillon,108,Village
Rézentières,108,Village
Rougeux,108,Village
Rouy-le-Petit,108,Village
Saint-Clément-à-Arnes,108,Village
Saint-Martin-lès-Langres,108,Village
Saint-Martin-Rivière,108,Village
Saint-Remy-sous-Broyes,108,Village
Sarcey,108,Village
Sarp,108,Village
Sassetot-le-Malgardé,108,Village
Sermur,108,Village
Vandelans,108,Village
Vého,108,Village
Vieuvy,108,Village
Villon,108,Village
Villoncourt,108,Village
Viviers,108,Village
Abitain,107,Village
Arricau-Bordes,107,Village
Bassing,107,Village
Bazegney,107,Village
Benoisey,107,Village
Bernadets-Debat,107,Village
Bettembos,107,Village
Brabant-en-Argonne,107,Village
Braquis,107,Village
Bullainville,107,Village
Castéra-Bouzet,107,Village
Casties-Labrande,107,Village
Cossesseville,107,Village
Culètre,107,Village
Fayet-Ronaye,107,Village
Fontaine-les-Bassets,107,Village
Gelvécourt-et-Adompt,107,Village
Gercourt-et-Drillancourt,107,Village
Gourchelles,107,Village
Grisy-sur-Seine,107,Village
Grives,107,Village
Hérange,107,Village
Herlincourt,107,Village
Hourc,107,Village
Isse,107,Village
Le Mazis,107,Village
Lento,107,Village
Les Châtelets,107,Village
Missery,107,Village
Montseron,107,Village
Morsiglia,107,Village
Noirlieu,107,Village
Ontex,107,Village
Payros-Cazautets,107,Village
Pierre-Perthuis,107,Village
Pœuilly,107,Village
Rodome,107,Village
Saint-Alyre-ès-Montagne,107,Village
Saint-Benoît,107,Village
Saint-Jean-de-Bœuf,107,Village
Saint-Oradoux-près-Crocq,107,Village
Saint-Paul-de-Baïse,107,Village
Sainte-Croix-de-Caderle,107,Village
Sarron,107,Village
Sauviac,107,Village
Saxon-Sion,107,Village
Souspierre,107,Village
Suizy-le-Franc,107,Village
Teigny,107,Village
Thiéry,107,Village
Valle-d'Alesani,107,Village
Vaux-Montreuil,107,Village
Vergons,107,Village
Vieillevie,107,Village
Viozan,107,Village
Voisines,107,Village
Aydius,106,Village
Bazancourt,106,Village
Blaudeix,106,Village
Bois-de-Champ,106,Village
Boussenois,106,Village
Bréhain,106,Village
Carayac,106,Village
Chalancey,106,Village
Chantes,106,Village
Chatelay,106,Village
Doudrac,106,Village
Écausseville,106,Village
Esplas,106,Village
Fontaine-lès-Boulans,106,Village
Gensac,106,Village
Germs-sur-l'Oussouet,106,Village
La Baleine,106,Village
Lacroisille,106,Village
Laneuveville-lès-Lorquin,106,Village
Lannemaignan,106,Village
Le Saulchoy,106,Village
Le Thoult-Trosnay,106,Village
Linthelles,106,Village
Marignana,106,Village
Miolles,106,Village
Missy-lès-Pierrepont,106,Village
Montfermier,106,Village
Orieux,106,Village
Oris-en-Rattier,106,Village
Oroix,106,Village
Pis,106,Village
Pont-lès-Bonfays,106,Village
Porté-Puymorens,106,Village
Rachecourt-Suzémont,106,Village
Rennes-en-Grenouilles,106,Village
Rogécourt,106,Village
Rogues,106,Village
Roinvilliers,106,Village
Rouves,106,Village
Rupt-sur-Saône,106,Village
Saint-Christophe-en-Oisans,106,Village
Saint-Éloy-les-Tuileries,106,Village
Saint-Étienne-de-Puycorbier,106,Village
Saint-Geniez,106,Village
Saint-Victor,106,Village
Sigy-le-Châtel,106,Village
Silvareccio,106,Village
Tachoires,106,Village
Tanconville,106,Village
Tréville,106,Village
Vadencourt,106,Village
Verseilles-le-Bas,106,Village
Villegongis,106,Village
Villenave-près-Marsac,106,Village
Alleyrat,105,Village
Béalcourt,105,Village
Bellesserre,105,Village
Berlise,105,Village
Biville-la-Rivière,105,Village
Bourguignon-sous-Coucy,105,Village
Buré,105,Village
Bustince-Iriberry,105,Village
Campo,105,Village
Cassuéjouls,105,Village
Cervières,105,Village
Champigny-sur-Aube,105,Village
Chennebrun,105,Village
Clans,105,Village
Corcelle-Mieslot,105,Village
Courcelles,105,Village
Cutting,105,Village
Fontaine-sous-Montdidier,105,Village
Forléans,105,Village
Fraisse-Cabardès,105,Village
Freycenet-la-Cuche,105,Village
Gendreville,105,Village
Gintrac,105,Village
Gissey-le-Vieil,105,Village
Godisson,105,Village
Haraucourt-sur-Seille,105,Village
Ippécourt,105,Village
La Chapelle-en-Valgaudémar,105,Village
La Rochegiron,105,Village
Laferté-sur-Amance,105,Village
Laveraët,105,Village
Les Gours,105,Village
Leychert,105,Village
Lorleau,105,Village
Marie,105,Village
Marignac,105,Village
Mas-Saint-Chély,105,Village
Mazerolles,105,Village
Mazières-Naresse,105,Village
Messac,105,Village
Monlong,105,Village
Mont-de-Marrast,105,Village
Montgaillard-de-Salies,105,Village
Moulins-en-Tonnerrois,105,Village
Neuffontaines,105,Village
Oron,105,Village
Plumont,105,Village
Ponthion,105,Village
Prugnanes,105,Village
Robécourt,105,Village
Saint-André-en-Bresse,105,Village
Saint-Christol,105,Village
Saint-Dalmas-le-Selvage,105,Village
Saint-Félix,105,Village
Saint-Paul-de-Salers,105,Village
Saint-Rémy-au-Bois,105,Village
Saint-Vert,105,Village
Sainte-Croix,105,Village
San-Gavino-d'Ampugnani,105,Village
Sentenac-d'Oust,105,Village
Supt,105,Village
Sury,105,Village
Taizy,105,Village
Talus-Saint-Prix,105,Village
Tréziers,105,Village
Trouley-Labarthe,105,Village
Vignevieille,105,Village
Villadin,105,Village
Willeroncourt,105,Village
Ajoncourt,104,Village
Arconville,104,Village
Avezan,104,Village
Avrecourt,104,Village
Barcugnan,104,Village
Beaumont-en-Diois,104,Village
Beauvernois,104,Village
Bessins,104,Village
Biefmorin,104,Village
Bouisse,104,Village
Camurac,104,Village
Carves,104,Village
Catheux,104,Village
Champrougier,104,Village
Châteauneuf-de-Bordette,104,Village
Chisa,104,Village
Clermont-les-Fermes,104,Village
Connac,104,Village
Dalhain,104,Village
Doudeauville,104,Village
Doye,104,Village
Erloy,104,Village
Espiute,104,Village
Estirac,104,Village
Étréchy,104,Village
Fâchin,104,Village
Gibourne,104,Village
Giscaro,104,Village
Grémecey,104,Village
La Bastide-Solages,104,Village
Laleu,104,Village
Laveyrune,104,Village
Le Marais-la-Chapelle,104,Village
Les Yveteaux,104,Village
Lirey,104,Village
Massoins,104,Village
Ménévillers,104,Village
Molins-sur-Aube,104,Village
Montels,104,Village
Montjay,104,Village
Montlevicq,104,Village
Moranville,104,Village
Moussy,104,Village
Nampteuil-sous-Muret,104,Village
Plaisia,104,Village
Ponsampère,104,Village
Puyol-Cazalet,104,Village
Rimbez-et-Baudiets,104,Village
Saint-Gilles-des-Marais,104,Village
Saint-Hilaire-Taurieux,104,Village
Saint-Julia-de-Bec,104,Village
Saint-Martin-de-Villeréal,104,Village
Sainte-Colombe,104,Village
Sainte-Colombe-de-Duras,104,Village
Sainte-Hélène,104,Village
Sainte-Pallaye,104,Village
Surfontaine,104,Village
Tharot,104,Village
Toges,104,Village
Tréogan,104,Village
Trouvans,104,Village
Vireaux,104,Village
Vroil,104,Village
Andilly-en-Bassigny,103,Village
Argelès-Bagnères,103,Village
Attilloncourt,103,Village
Auvilliers,103,Village
Beurville,103,Village
Blannay,103,Village
Brocourt,103,Village
Caumont,103,Village
Châtelus,103,Village
Chaumesnil,103,Village
Cladech,103,Village
Courteron,103,Village
Doux,103,Village
Dunet,103,Village
Englesqueville-la-Percée,103,Village
Escoubès-Pouts,103,Village
Estigarde,103,Village
Gruyères,103,Village
Guyonvelle,103,Village
Héberville,103,Village
Joganville,103,Village
Joiselle,103,Village
L'Hospitalet-près-l'Andorre,103,Village
Laborel,103,Village
Lantilly,103,Village
Laviolle,103,Village
Le Fréchet,103,Village
Lenharrée,103,Village
Les Salces,103,Village
Leury,103,Village
Licey-sur-Vingeanne,103,Village
Louzes,103,Village
Luçay-le-Libre,103,Village
Magnicourt-sur-Canche,103,Village
Martres,103,Village
Menestreau,103,Village
Oyes,103,Village
Oze,103,Village
Pierlas,103,Village
Rageade,103,Village
Recoules-de-Fumas,103,Village
Rogny,103,Village
Saint-Éman,103,Village
Saint-Julien-de-Toursac,103,Village
Saint-Loube,103,Village
Saint-Maurice-de-Lestapel,103,Village
Sauvignac,103,Village
Sementron,103,Village
Senoncourt-les-Maujouy,103,Village
Sussat,103,Village
Taillet,103,Village
Thalamy,103,Village
Thiénans,103,Village
Tranqueville-Graux,103,Village
Trémauville,103,Village
Tréprel,103,Village
Uzer,103,Village
Vernay,103,Village
Villers-sur-le-Mont,103,Village
Villiers-le-Duc,103,Village
Arlos,102,Village
Arrayou-Lahitte,102,Village
Aubigny-en-Laonnois,102,Village
Beaunay,102,Village
Beddes,102,Village
Blumeray,102,Village
Cazeaux-de-Larboust,102,Village
Cesse,102,Village
Champ-d'Oiseau,102,Village
Choqueuse-les-Bénards,102,Village
Coursan-en-Othe,102,Village
Cras,102,Village
Doissat,102,Village
Fenneviller,102,Village
Granès,102,Village
La Chapelle-Grésignac,102,Village
La Valla-sur-Rochefort,102,Village
Lastic,102,Village
Laval-sur-Luzège,102,Village
Les Champeaux,102,Village
Ley,102,Village
Lopigna,102,Village
Manre,102,Village
Marandeuil,102,Village
Maupas,102,Village
Mauvezin-de-Prat,102,Village
Méricourt-en-Vimeu,102,Village
Morgny-en-Thiérache,102,Village
Oô,102,Village
Orcevaux,102,Village
Paulhac-en-Margeride,102,Village
Planques,102,Village
Pouvrai,102,Village
Pressy-sous-Dondin,102,Village
Quemigny-sur-Seine,102,Village
Quincieu,102,Village
Rentières,102,Village
Roquelaure-Saint-Aubin,102,Village
Rouy-le-Grand,102,Village
Saint-André,102,Village
Saint-Julien,102,Village
Saint-Martin-de-Salencey,102,Village
Saint-Martin-la-Campagne,102,Village
Saint-Pierre-de-Jards,102,Village
Saint-Remy-la-Calonne,102,Village
Saint-Vincent-des-Prés,102,Village
San-Gavino-di-Fiumorbo,102,Village
Sancy-les-Cheminots,102,Village
Santa-Maria-Figaniella,102,Village
Sercy,102,Village
Sionviller,102,Village
Soucirac,102,Village
Thaas,102,Village
Theuley,102,Village
Thoste,102,Village
Velleclaire,102,Village
Vesaignes-sur-Marne,102,Village
Villemort,102,Village
Villiers-le-Bois,102,Village
Abaucourt-Hautecourt,101,Village
Alaincourt,101,Village
Ambonil,101,Village
Antin,101,Village
Armentières-sur-Ourcq,101,Village
Aurions-Idernes,101,Village
Auzet,101,Village
Berlats,101,Village
Beurey-Bauguay,101,Village
Bléruais,101,Village
Camou-Cihigue,101,Village
Celsoy,101,Village
Chamoux,101,Village
Chaume-lès-Baigneux,101,Village
Conqueyrac,101,Village
Cuiry-Housse,101,Village
Desseling,101,Village
Destry,101,Village
Dolaincourt,101,Village
Domps,101,Village
Fajolles,101,Village
Fleurey-lès-Lavoncourt,101,Village
Fresneville,101,Village
Grimaucourt-en-Woëvre,101,Village
Hauban,101,Village
Isenay,101,Village
Jevoncourt,101,Village
La Garde,101,Village
Lalanne,101,Village
Landerrouet-sur-Ségur,101,Village
Larrivoire,101,Village
Le Chauchet,101,Village
Le Trioulou,101,Village
Les Essarts,101,Village
Les Thons,101,Village
Lœuilley,101,Village
Malabat,101,Village
Maresville,101,Village
Méras,101,Village
Méréglise,101,Village
Minerve,101,Village
Mont-devant-Sassey,101,Village
Mouaville,101,Village
Mousson,101,Village
Murzo,101,Village
Nieudan,101,Village
Noulens,101,Village
Pont-la-Ville,101,Village
Raville-sur-Sânon,101,Village
Reboursin,101,Village
Saint-Beauzeil,101,Village
Saint-Juvin,101,Village
Saint-Martin-de-Commune,101,Village
Saint-Ouen-de-Pontcheuil,101,Village
Saint-Quentin-sur-Coole,101,Village
Saint-Vaast-en-Auge,101,Village
Sanous,101,Village
Saulxerotte,101,Village
Saussy,101,Village
Seranville,101,Village
Sieuras,101,Village
Sigoyer,101,Village
Vaudherland,101,Village
Vidou,101,Village
Villeperdrix,101,Village
Watronville,101,Village
Xures,101,Village
Antheny,100,Village
Arsure-Arsurette,100,Village
Avrilly,100,Village
Baby,100,Village
Bailleul-la-Vallée,100,Village
Balot,100,Village
Barmainville,100,Village
Baudement,100,Village
Bourgeauville,100,Village
Cavillon,100,Village
Champfleury,100,Village
Crupies,100,Village
Domvallier,100,Village
Écorches,100,Village
Entrages,100,Village
Fahy-lès-Autrey,100,Village
Fougaron,100,Village
Foville,100,Village
Francourt,100,Village
Freney,100,Village
Gabriac,100,Village
Gibret,100,Village
Hamonville,100,Village
Hosta,100,Village
Huanne-Montmartin,100,Village
Issanlas,100,Village
Juillé,100,Village
Lapeyrugue,100,Village
Laubert,100,Village
Launoy,100,Village
Lavalade,100,Village
Le Mas,100,Village
Le Riols,100,Village
Le Verneil,100,Village
Lucé-sous-Ballon,100,Village
Maison-Roland,100,Village
Montharville,100,Village
Moudeyres,100,Village
Nabinaud,100,Village
Neuilly-le-Dien,100,Village
Puéchoursi,100,Village
Repentigny,100,Village
Rupéreux,100,Village
Saint-Bon,100,Village
Saint-Gourgon,100,Village
Saint-Mélany,100,Village
Saint-Vallier,100,Village
Sauméjan,100,Village
Servon-Melzicourt,100,Village
Sugny,100,Village
Ubraye,100,Village
Vix,100,Village
Aisey-et-Richecourt,99,Village
Argelouse,99,Village
Autrey-le-Vay,99,Village
Blacy,99,Village
Blois-sur-Seille,99,Village
Boviolles,99,Village
Breteau,99,Village
Burgaronne,99,Village
Chanterelle,99,Village
Courtemanche,99,Village
Étalle,99,Village
Faimbe,99,Village
Féniers,99,Village
Grandchamp,99,Village
Jusix,99,Village
La Besseyre-Saint-Mary,99,Village
La Chaussade,99,Village
La Folie,99,Village
Lesges,99,Village
Lizine,99,Village
Marbéville,99,Village
Mesnil-sous-Vienne,99,Village
Mingot,99,Village
Missècle,99,Village
Montigny,99,Village
Morizécourt,99,Village
Piedicorte-di-Gaggio,99,Village
Pietra-di-Verde,99,Village
Rambluzin-et-Benoite-Vaux,99,Village
Rampoux,99,Village
Regney,99,Village
Roche-lès-Clerval,99,Village
Saint-Mard,99,Village
Samogneux,99,Village
Sansan,99,Village
Sincey-lès-Rouvray,99,Village
Thiraucourt,99,Village
Trampot,99,Village
Ussel,99,Village
Vaunoise,99,Village
Verneuil,99,Village
Vésines,99,Village
Vigoulant,99,Village
Ville-sur-Terre,99,Village
Xocourt,99,Village
Aougny,98,Village
Aulon,98,Village
Avosnes,98,Village
Balléville,98,Village
Barges,98,Village
Barnay,98,Village
Beaugies-sous-Bois,98,Village
Bouffignereux,98,Village
Bréménil,98,Village
Bremondans,98,Village
Brulange,98,Village
Carville-Pot-de-Fer,98,Village
Chatenay-Mâcheron,98,Village
Clavans-en-Haut-Oisans,98,Village
Creyssac,98,Village
Dosnon,98,Village
Fay,98,Village
Fossemanant,98,Village
Gaussan,98,Village
Gissac,98,Village
Ivory,98,Village
Jonval,98,Village
Jouqueviel,98,Village
La Barre,98,Village
La Chapelle-Orthemale,98,Village
La Chaume,98,Village
La Croix-sur-Roudoule,98,Village
Laffite-Toupière,98,Village
Le Mas-d'Artige,98,Village
Les Mées,98,Village
Les Nans,98,Village
Loubédat,98,Village
Massabrac,98,Village
Mauléon-Barousse,98,Village
Mézerville,98,Village
Monchiet,98,Village
Monnes,98,Village
Mont-lès-Lamarche,98,Village
Montigny-les-Jongleurs,98,Village
Orbigny-au-Val,98,Village
Osani,98,Village
Peyrun,98,Village
Picarreau,98,Village
Pommereux,98,Village
Ponches-Estruval,98,Village
Roppeviller,98,Village
Saint-Créac,98,Village
Saint-Hilaire-de-Lavit,98,Village
Saint-Hippolyte,98,Village
Saint-Maurice-aux-Forges,98,Village
Saligos,98,Village
Sembleçay,98,Village
Serécourt,98,Village
Suisse,98,Village
Teillots,98,Village
Tignécourt,98,Village
Tonnac,98,Village
Vaudesincourt,98,Village
Villarzel-du-Razès,98,Village
Alos,97,Village
Arbon,97,Village
Arthez-d'Armagnac,97,Village
Aspres-lès-Corps,97,Village
Auboncourt-Vauzelles,97,Village
Bastanès,97,Village
Bezange-la-Petite,97,Village
Castex,97,Village
Cintrey,97,Village
Corbeil,97,Village
Corbère-Abères,97,Village
Coutures,97,Village
Domprix,97,Village
Doucy-en-Bauges,97,Village
Esmoulières,97,Village
Estrennes,97,Village
Fontaine-l'Étalon,97,Village
Hœdic,97,Village
Lachapelle,97,Village
Le Val-Saint-Éloi,97,Village
Lustar,97,Village
Marainville-sur-Madon,97,Village
Mézilhac,97,Village
Molezon,97,Village
Montaïn,97,Village
Montbel,97,Village
Montchâlons,97,Village
Neuviller-lès-Badonviller,97,Village
Ponson-Debat-Pouts,97,Village
Roche-le-Peyroux,97,Village
Saint-Bard,97,Village
Saint-Maurice-près-Crocq,97,Village
Saint-Pierre,97,Village
Sion,97,Village
Soize,97,Village
Solbach,97,Village
Soulaucourt-sur-Mouzon,97,Village
Thièvres,97,Village
Tox,97,Village
Viala-du-Pas-de-Jaux,97,Village
Vier-Bordes,97,Village
Aix-la-Fayette,96,Village
Aulnay,96,Village
Beauvoir-en-Royans,96,Village
Bertheauville,96,Village
